trans_id,transaction_total,customer_id,time_of_day
trans3345,28.27,227,17:57:06
trans3346,21.369999999999997,101,16:52:17
trans3347,24.27,1480,16:36:36
trans3348,33.0,1468,16:52:34
trans3349,30.5,2343,18:54:17
trans3350,24.619999999999997,1723,09:59:41
trans3351,24.64,323,09:11:55
trans3352,25.27,645,19:04:21
trans3353,10.5,83,12:38:02
trans3354,7.25,649,18:28:00
trans3355,15.0,267,17:20:52
trans3356,25.89,1649,10:30:12
trans3357,16.1,468,09:19:20
trans3358,33.77,2062,10:20:19
trans3359,21.0,1856,14:34:48
trans3360,13.0,158,09:50:03
trans3361,23.0,2333,10:03:56
trans3362,13.0,1273,16:24:58
trans3363,27.23,1272,19:56:17
trans3364,18.25,2397,17:49:51
trans3365,14.87,2034,10:52:50
trans3366,7.54,689,15:55:12
trans3367,26.0,1698,09:11:11
trans3368,18.5,1407,18:29:22
trans3369,20.0,2242,14:24:09
trans3370,14.0,684,18:35:53
trans3371,15.25,1105,15:07:35
trans3372,16.0,1019,11:56:00
trans3373,14.27,9,15:46:55
trans3374,38.5,981,19:56:10
trans3375,13.77,2197,12:36:11
trans3376,25.62,1207,09:45:48
trans3377,15.77,1131,13:47:13
trans3378,22.1,1645,15:46:44
trans3379,18.27,1118,19:50:54
trans3380,22.89,1422,10:43:55
trans3381,6.27,61,11:24:58
trans3382,25.5,841,15:54:18
trans3383,31.0,2194,18:55:38
trans3384,27.5,980,14:07:58
trans3385,32.54,2083,15:30:16
trans3386,16.27,1795,10:14:56
trans3387,29.5,1374,14:36:27
trans3388,24.27,1928,16:37:42
trans3389,34.27,2234,15:36:17
trans3390,24.6,797,10:11:20
trans3391,18.77,1675,15:47:48
trans3392,14.85,1552,11:36:15
trans3393,13.5,1189,14:12:43
trans3394,26.66,210,17:04:07
trans3395,7.27,255,17:55:17
trans3396,15.27,1894,19:20:44
trans3397,14.77,603,15:50:21
trans3398,21.5,2149,11:25:39
trans3399,16.25,2223,11:47:23
trans3400,19.23,1949,11:45:40
trans3401,20.5,1195,17:41:03
trans3402,14.5,1008,19:35:25
trans3403,9.25,984,10:02:47
trans3404,25.369999999999997,780,19:45:09
trans3405,5.5,835,18:52:12
trans3406,21.77,1867,14:18:44
trans3407,22.27,1607,19:36:49
trans3408,10.6,1180,11:14:01
trans3409,39.5,2383,12:58:38
trans3410,29.75,1144,17:51:33
trans3411,17.27,1745,17:22:07
trans3412,22.0,370,13:40:49
trans3413,20.04,1153,12:09:01
trans3414,8.0,576,09:32:33
trans3415,23.5,473,16:47:06
trans3416,28.75,377,12:58:48
trans3417,27.0,893,14:25:36
trans3418,16.87,1004,09:26:46
trans3419,14.87,2401,14:53:13
trans3420,12.77,1672,09:12:51
trans3421,27.77,1213,09:14:24
trans3422,13.23,2057,19:44:18
trans3423,15.0,1375,19:30:13
trans3424,22.75,720,13:41:20
trans3425,14.5,1063,15:52:43
trans3426,26.85,1310,18:20:29
trans3427,11.77,2416,09:20:48
trans3428,22.25,2025,10:03:54
trans3429,14.77,947,11:17:30
trans3430,11.77,1804,19:23:37
trans3431,23.1,1784,15:00:33
trans3432,34.769999999999996,821,16:30:29
trans3433,24.27,1830,11:54:27
trans3434,16.77,2350,10:54:36
trans3435,27.5,1302,12:15:27
trans3436,16.77,197,13:04:16
trans3437,20.5,2351,12:45:01
trans3438,19.41,1654,16:10:45
trans3439,37.0,2164,16:58:36
trans3440,27.0,2283,14:18:51
trans3441,17.369999999999997,399,18:33:26
trans3442,17.27,857,16:35:40
trans3443,18.77,257,12:56:39
trans3444,18.27,1340,16:08:47
trans3445,9.77,1242,19:12:28
trans3446,36.269999999999996,1348,19:28:02
trans3447,28.23,541,15:58:23
trans3448,21.0,1301,09:25:34
trans3449,23.0,265,15:40:36
trans3450,9.0,1593,14:39:01
trans3451,19.27,500,09:53:58
trans3452,14.77,1362,10:52:14
trans3453,21.1,1819,09:41:49
trans3454,16.77,71,12:34:29
trans3455,11.77,515,11:22:09
trans3456,32.269999999999996,1078,18:08:13
trans3457,26.77,280,19:58:58
trans3458,21.0,1502,11:25:03
trans3459,19.77,699,13:34:10
trans3460,21.64,1894,10:49:26
trans3461,19.5,939,12:04:02
trans3462,24.27,1185,10:35:08
trans3463,13.27,1869,15:54:54
trans3464,25.0,1559,11:58:53
trans3465,20.6,2193,16:37:07
trans3466,21.0,1314,17:19:37
trans3467,27.0,397,19:30:28
trans3468,33.730000000000004,1122,19:43:47
trans3469,20.39,1719,15:13:53
trans3470,25.369999999999997,1140,11:29:26
trans3471,21.5,846,12:26:00
trans3472,15.1,1455,15:43:00
trans3473,12.5,1785,11:26:27
trans3474,28.83,639,09:44:17
trans3475,17.52,1524,11:00:22
trans3476,12.27,1441,11:10:58
trans3477,22.73,436,14:11:38
trans3478,25.5,151,17:52:17
trans3479,5.0,225,14:19:31
trans3480,33.269999999999996,1223,17:37:15
trans3481,15.77,1434,15:47:18
trans3482,23.5,1054,13:50:40
trans3483,16.5,2145,10:28:36
trans3484,19.0,810,17:46:58
trans3485,18.73,373,18:41:12
trans3486,21.0,68,10:38:32
trans3487,20.5,208,19:32:22
trans3488,28.27,526,19:18:36
trans3489,25.0,455,12:37:07
trans3490,35.16,404,17:49:45
trans3491,25.5,609,14:03:26
trans3492,23.0,863,14:38:35
trans3493,15.5,1717,19:16:37
trans3494,19.0,1264,12:45:24
trans3495,24.77,97,11:57:46
trans3496,3.0,1613,11:44:21
trans3497,18.869999999999997,2498,09:05:50
trans3498,15.87,82,12:54:26
trans3499,12.27,1666,12:30:09
trans3500,22.73,321,15:22:37
trans3501,10.5,1784,16:31:33
trans3502,24.77,1463,16:09:59
trans3503,15.5,1758,16:30:05
trans3504,29.27,1586,19:26:35
trans3505,24.27,581,16:37:01
trans3506,28.23,566,12:23:30
trans3507,13.27,509,16:01:26
trans3508,12.0,1841,14:42:40
trans3509,23.64,136,09:55:35
trans3510,16.52,1577,18:59:20
trans3511,8.77,1477,15:33:08
trans3512,24.27,899,15:49:30
trans3513,28.5,1422,10:57:32
trans3514,30.27,710,18:44:26
trans3515,26.619999999999997,1447,14:24:54
trans3516,32.0,2242,13:50:37
trans3517,30.77,2372,10:18:45
trans3518,28.5,1551,18:52:07
trans3519,20.83,283,14:26:40
trans3520,24.1,1984,16:17:53
trans3521,14.77,923,17:33:24
trans3522,25.27,1469,09:05:30
trans3523,25.5,353,18:13:49
trans3524,16.0,1900,18:12:22
trans3525,16.23,2210,09:59:10
trans3526,20.27,1681,14:11:48
trans3527,26.33,1683,17:44:04
trans3528,13.0,2345,09:00:20
trans3529,26.23,1533,18:25:53
trans3530,33.5,740,16:25:01
trans3531,24.23,673,18:58:50
trans3532,16.5,1860,16:32:34
trans3533,24.27,478,12:20:07
trans3534,17.0,265,15:26:08
trans3535,25.77,81,12:25:26
trans3536,7.77,1629,11:14:38
trans3537,14.5,1376,16:12:43
trans3538,26.23,2031,11:21:53
trans3539,34.269999999999996,1492,19:04:35
trans3540,23.369999999999997,1750,13:44:50
trans3541,18.52,890,18:25:29
trans3542,32.77,1081,10:10:38
trans3543,16.25,626,18:10:43
trans3544,16.83,1556,17:35:37
trans3545,40.5,1886,18:10:31
trans3546,10.0,1216,17:48:27
trans3547,17.75,238,18:22:31
trans3548,37.0,209,12:37:36
trans3549,30.64,734,12:33:28
trans3550,20.75,2106,12:01:45
trans3551,17.1,1761,15:12:24
trans3552,8.77,2351,19:03:53
trans3553,17.6,920,17:19:24
trans3554,11.0,2324,17:07:14
trans3555,10.0,1206,17:34:50
trans3556,5.5,795,19:48:28
trans3557,19.27,687,15:07:52
trans3558,19.89,199,15:20:02
trans3559,19.73,2012,17:51:26
trans3560,33.769999999999996,1504,10:08:47
trans3561,15.77,464,12:40:28
trans3562,18.369999999999997,2391,09:46:18
trans3563,22.27,2201,15:45:54
trans3564,32.269999999999996,629,11:40:02
trans3565,23.0,23,15:23:44
trans3566,33.989999999999995,2314,19:23:42
trans3567,25.39,33,12:14:21
trans3568,21.77,1794,15:26:12
trans3569,21.77,1448,10:25:01
trans3570,29.27,631,16:04:32
trans3571,19.27,785,10:56:07
trans3572,7.23,889,14:36:19
trans3573,13.1,2075,19:31:09
trans3574,18.87,1264,16:25:39
trans3575,27.869999999999997,787,10:43:18
trans3576,10.0,1670,18:45:41
trans3577,18.5,1049,14:23:28
trans3578,21.0,1843,15:16:42
trans3579,17.5,322,17:50:46
trans3580,32.0,1982,15:32:24
trans3581,22.0,1621,19:27:16
trans3582,30.77,1801,17:04:21
trans3583,16.0,2383,14:37:08
trans3584,13.0,2268,18:47:54
trans3585,16.5,1147,12:42:00
trans3586,17.27,1973,13:13:10
trans3587,22.27,2124,19:56:48
trans3588,17.02,900,11:18:46
trans3589,23.02,2,11:30:39
trans3590,34.769999999999996,1750,09:11:59
trans3591,19.27,171,13:38:18
trans3592,28.77,2173,19:24:02
trans3593,18.64,2083,18:07:29
trans3594,18.77,672,10:42:57
trans3595,19.73,1357,18:40:47
trans3596,14.5,1999,13:59:01
trans3597,17.119999999999997,1382,12:24:55
trans3598,22.89,472,14:43:35
trans3599,22.0,152,09:07:13
trans3600,26.87,1179,10:49:09
trans3601,21.1,1478,13:56:19
trans3602,21.119999999999997,980,09:55:36
trans3603,28.85,1465,11:15:09
trans3604,37.0,2428,16:31:37
trans3605,25.0,451,15:23:30
trans3606,32.769999999999996,2079,14:07:09
trans3607,22.369999999999997,1227,14:38:59
trans3608,30.0,1555,17:32:18
trans3609,21.619999999999997,1023,12:21:31
trans3610,13.77,1736,11:07:42
trans3611,15.0,517,15:48:44
trans3612,17.0,1814,12:09:22
trans3613,28.119999999999997,794,15:26:12
trans3614,19.0,813,13:12:27
trans3615,16.0,1198,19:39:28
trans3616,12.6,2467,14:05:02
trans3617,20.48,582,15:24:03
trans3618,27.64,732,19:18:19
trans3619,21.1,617,10:36:34
trans3620,17.0,2157,14:38:10
trans3621,29.39,1073,16:38:07
trans3622,18.77,34,12:00:25
trans3623,30.77,82,15:29:15
trans3624,21.0,2122,09:13:35
trans3625,14.04,2004,15:08:33
trans3626,22.73,349,13:54:05
trans3627,19.0,1091,16:16:04
trans3628,23.77,849,19:05:31
trans3629,17.77,2372,19:37:48
trans3630,24.0,2323,10:22:55
trans3631,13.5,264,15:04:40
trans3632,21.89,1675,19:13:49
trans3633,21.27,277,18:12:27
trans3634,30.619999999999997,1110,09:26:14
trans3635,11.27,2148,14:23:43
trans3636,13.77,1041,14:56:04
trans3637,30.77,50,17:36:53
trans3638,18.25,406,13:10:20
trans3639,22.52,1719,11:06:40
trans3640,22.89,2235,14:38:45
trans3641,23.77,356,09:26:48
trans3642,22.0,887,15:31:24
trans3643,21.619999999999997,1999,10:25:19
trans3644,26.77,244,13:47:46
trans3645,29.0,2132,09:55:24
trans3646,14.0,2293,19:05:47
trans3647,29.54,1360,13:40:25
trans3648,16.77,1469,19:56:34
trans3649,30.0,790,13:31:01
trans3650,17.27,2211,11:14:43
trans3651,19.0,115,18:57:29
trans3652,19.0,2468,12:32:05
trans3653,20.77,1011,14:48:18
trans3654,19.27,2403,19:35:43
trans3655,15.02,1499,11:06:50
trans3656,15.389999999999999,1590,14:51:07
trans3657,24.869999999999997,2385,14:48:41
trans3658,17.0,846,19:29:47
trans3659,32.77,466,14:52:32
trans3660,26.369999999999997,872,18:37:27
trans3661,12.6,1059,10:56:09
trans3662,25.02,1362,19:20:43
trans3663,25.24,2371,11:51:00
trans3664,14.0,244,14:45:34
trans3665,29.77,1016,17:42:17
trans3666,11.0,1883,13:35:21
trans3667,30.5,595,17:28:00
trans3668,13.5,1680,18:02:18
trans3669,15.77,1048,16:20:45
trans3670,26.119999999999997,2346,16:33:24
trans3671,17.369999999999997,893,18:30:41
trans3672,23.0,1515,09:52:52
trans3673,20.119999999999997,1127,17:44:40
trans3674,24.23,374,18:46:36
trans3675,22.83,2282,14:58:13
trans3676,18.27,1741,10:23:27
trans3677,27.77,1126,14:31:36
trans3678,39.5,2306,11:55:52
trans3679,16.52,1291,10:52:27
trans3680,12.0,990,17:11:37
trans3681,19.869999999999997,857,19:37:27
trans3682,20.869999999999997,1504,13:10:44
trans3683,35.0,1642,19:57:36
trans3684,37.5,1240,18:33:07
trans3685,11.5,624,11:17:31
trans3686,32.37,1566,14:24:31
trans3687,24.79,1803,14:02:19
trans3688,16.39,2439,16:53:10
trans3689,9.0,903,13:50:55
trans3690,16.23,2333,19:25:44
trans3691,18.54,1835,10:29:19
trans3692,16.0,202,11:04:28
trans3693,30.73,196,18:45:20
trans3694,30.27,533,17:24:34
trans3695,20.14,1183,11:32:42
trans3696,18.77,330,19:31:16
trans3697,27.759999999999998,1843,11:28:34
trans3698,7.5,1965,09:34:16
trans3699,16.77,759,17:12:42
trans3700,14.0,457,17:37:29
trans3701,11.5,1069,14:29:32
trans3702,14.37,2146,09:18:31
trans3703,37.46,399,16:25:27
trans3704,18.5,280,14:38:45
trans3705,29.0,508,13:55:55
trans3706,8.75,2139,09:12:55
trans3707,18.5,570,13:16:54
trans3708,16.0,1053,09:21:44
trans3709,18.5,1576,12:58:17
trans3710,18.37,1453,10:18:41
trans3711,23.73,2199,19:19:20
trans3712,17.5,1286,09:32:21
trans3713,28.619999999999997,714,16:19:58
trans3714,24.0,1163,10:44:52
trans3715,14.52,78,09:40:21
trans3716,11.0,31,14:50:35
trans3717,14.23,1117,16:22:28
trans3718,13.27,2175,15:27:05
trans3719,13.25,30,16:49:15
trans3720,14.0,603,14:03:16
trans3721,21.27,185,16:07:00
trans3722,9.75,1082,11:46:18
trans3723,34.25,2489,12:16:07
trans3724,22.0,1018,19:54:00
trans3725,21.0,2279,18:28:34
trans3726,25.27,2237,14:58:32
trans3727,23.77,769,17:34:31
trans3728,27.5,1072,17:24:57
trans3729,27.0,702,19:40:13
trans3730,20.89,247,13:19:12
trans3731,14.389999999999999,1731,12:05:55
trans3732,28.48,445,15:03:27
trans3733,16.27,709,17:33:31
trans3734,27.0,1178,09:00:41
trans3735,15.23,1233,17:14:16
trans3736,24.73,211,19:58:57
trans3737,14.23,251,18:44:31
trans3738,21.52,1360,18:57:56
trans3739,11.37,1835,10:33:03
trans3740,16.5,2441,09:42:54
trans3741,17.77,53,11:23:52
trans3742,21.52,575,11:22:34
trans3743,16.27,2341,11:24:30
trans3744,14.27,591,17:45:31
trans3745,20.52,309,15:05:45
trans3746,12.27,1164,14:26:39
trans3747,24.75,749,14:17:20
trans3748,14.77,649,18:45:44
trans3749,14.37,1409,12:59:38
trans3750,31.619999999999997,1330,19:52:29
trans3751,15.1,2385,15:13:18
trans3752,3.5,431,09:23:17
trans3753,18.5,1118,17:00:42
trans3754,10.85,1089,13:36:07
trans3755,15.5,1425,16:34:12
trans3756,20.5,1804,09:48:49
trans3757,16.77,2426,11:43:05
trans3758,21.77,1462,16:08:10
trans3759,19.0,2278,14:21:13
trans3760,14.23,742,09:33:52
trans3761,22.37,1576,17:10:04
trans3762,18.27,881,17:31:54
trans3763,15.77,41,17:33:43
trans3764,19.5,735,16:21:47
trans3765,34.269999999999996,639,12:20:20
trans3766,17.5,1447,16:18:30
trans3767,16.0,1371,18:00:09
trans3768,25.5,194,12:46:58
trans3769,14.77,1009,15:11:13
trans3770,30.0,2186,17:14:48
trans3771,20.89,2349,15:03:01
trans3772,19.5,1562,14:47:03
trans3773,18.27,1664,18:20:30
trans3774,18.5,2360,12:08:49
trans3775,21.0,1223,14:43:59
trans3776,18.119999999999997,1485,18:50:36
trans3777,18.5,1182,11:56:32
trans3778,9.5,831,19:15:27
trans3779,25.119999999999997,1680,12:55:07
trans3780,17.89,1477,10:34:47
trans3781,32.0,8,11:54:02
trans3782,23.37,1883,18:39:14
trans3783,18.77,1625,09:22:37
trans3784,28.04,1962,14:56:56
trans3785,32.769999999999996,188,11:56:58
trans3786,12.5,1577,12:04:55
trans3787,13.27,346,12:54:36
trans3788,10.5,1363,17:40:47
trans3789,25.119999999999997,2060,17:25:29
trans3790,35.14,1485,10:05:19
trans3791,35.0,1014,10:16:28
trans3792,12.77,2009,12:48:54
trans3793,21.119999999999997,2116,13:45:20
trans3794,17.77,1809,12:05:16
trans3795,18.27,2412,14:19:05
trans3796,20.27,2306,11:12:57
trans3797,22.64,2338,18:13:05
trans3798,38.5,2305,16:57:44
trans3799,24.77,85,14:19:31
trans3800,36.769999999999996,886,13:48:01
trans3801,27.5,1999,11:11:22
trans3802,27.99,2436,09:37:16
trans3803,13.0,2148,19:20:27
trans3804,26.54,1511,11:53:39
trans3805,27.23,303,13:01:38
trans3806,23.27,2081,11:13:45
trans3807,10.0,504,16:39:22
trans3808,28.23,1661,09:23:04
trans3809,17.25,1707,19:09:51
trans3810,20.5,1380,09:28:29
trans3811,30.1,72,10:04:21
trans3812,28.5,1203,13:14:40
trans3813,19.71,1268,15:47:41
trans3814,24.75,1699,19:12:00
trans3815,19.27,1970,16:56:06
trans3816,21.77,383,09:59:37
trans3817,16.73,1904,09:06:28
trans3818,3.0,2338,11:13:22
trans3819,20.77,1912,17:15:11
trans3820,14.5,2226,11:19:09
trans3821,20.54,1896,13:24:33
trans3822,8.0,2053,11:31:47
trans3823,20.89,1948,15:30:01
trans3824,11.37,1429,19:53:41
trans3825,12.77,2195,15:15:09
trans3826,31.1,1718,19:49:13
trans3827,21.87,2383,12:14:12
trans3828,12.52,2017,10:09:23
trans3829,22.27,2340,10:43:16
trans3830,20.5,2391,16:39:52
trans3831,19.52,446,14:06:34
trans3832,34.0,321,11:23:32
trans3833,18.89,1573,15:52:22
trans3834,20.54,939,14:15:41
trans3835,3.77,562,10:58:29
trans3836,13.0,569,15:18:42
trans3837,12.0,2443,13:22:57
trans3838,17.0,896,11:57:13
trans3839,14.85,1107,11:07:45
trans3840,20.04,1586,18:35:55
trans3841,18.0,2476,13:43:50
trans3842,23.5,1856,10:06:24
trans3843,20.75,453,13:21:46
trans3844,30.04,2367,13:50:02
trans3845,19.5,1681,13:43:33
trans3846,31.27,1542,12:59:55
trans3847,14.0,591,12:10:31
trans3848,30.0,2190,13:31:29
trans3849,7.5,429,14:26:18
trans3850,25.89,659,18:30:16
trans3851,24.869999999999997,1427,16:27:21
trans3852,33.64,2386,14:21:40
trans3853,23.49,488,13:43:52
trans3854,27.5,1771,12:36:20
trans3855,14.0,290,18:30:19
trans3856,15.27,935,10:54:13
trans3857,36.89,303,11:58:03
trans3858,15.87,1920,09:10:52
trans3859,19.52,1790,16:15:28
trans3860,18.25,581,16:19:25
trans3861,22.77,1038,10:02:07
trans3862,11.75,792,18:02:27
trans3863,24.27,570,14:51:09
trans3864,32.5,2156,18:37:24
trans3865,14.27,1680,17:18:10
trans3866,10.02,1721,16:57:50
trans3867,18.0,2340,19:30:34
trans3868,13.27,1413,18:12:38
trans3869,16.27,1921,15:15:58
trans3870,11.77,633,12:13:14
trans3871,17.27,1883,18:49:51
trans3872,24.0,1168,10:40:02
trans3873,28.73,1851,11:00:58
trans3874,17.04,498,09:09:35
trans3875,22.27,1975,10:05:02
trans3876,21.1,1618,18:55:01
trans3877,23.27,933,14:01:38
trans3878,13.25,2074,10:03:51
trans3879,28.119999999999997,1288,14:51:49
trans3880,12.77,2396,15:58:45
trans3881,17.27,1320,09:07:28
trans3882,17.48,1546,19:10:24
trans3883,25.0,414,11:12:43
trans3884,25.0,2061,19:01:15
trans3885,29.27,2409,14:59:48
trans3886,13.0,973,12:54:57
trans3887,17.5,2056,14:31:35
trans3888,6.0,604,12:01:19
trans3889,21.52,2256,09:08:06
trans3890,31.35,2120,10:26:06
trans3891,13.0,2327,14:37:47
trans3892,21.0,1800,18:48:19
trans3893,18.25,2399,19:34:52
trans3894,29.77,1319,19:10:17
trans3895,35.5,723,09:12:57
trans3896,30.27,1568,13:24:12
trans3897,14.77,2277,11:08:20
trans3898,3.0,724,16:11:40
trans3899,3.77,200,11:26:21
trans3900,23.27,1317,13:53:35
trans3901,6.27,446,12:03:57
trans3902,15.5,858,14:00:41
trans3903,25.39,1504,15:01:18
trans3904,13.0,308,10:48:19
trans3905,24.009999999999998,211,14:28:55
trans3906,38.269999999999996,846,17:50:00
trans3907,16.619999999999997,2382,13:56:20
trans3908,18.25,1298,12:13:50
trans3909,18.77,665,17:54:13
trans3910,11.77,166,16:57:20
trans3911,24.77,1892,19:26:38
trans3912,18.77,866,15:37:36
trans3913,22.02,766,11:15:29
trans3914,20.369999999999997,1035,13:29:08
trans3915,21.27,2313,16:50:26
trans3916,20.25,1025,09:44:40
trans3917,16.23,2476,14:05:30
trans3918,31.0,1760,10:06:47
trans3919,21.0,1601,14:16:46
trans3920,21.27,1053,19:33:12
trans3921,24.5,542,09:50:38
trans3922,17.5,700,19:10:11
trans3923,29.5,1668,13:38:15
trans3924,26.27,741,12:23:56
trans3925,22.29,1706,19:06:45
trans3926,8.77,1552,09:33:20
trans3927,19.5,1016,16:13:06
trans3928,23.54,807,19:20:00
trans3929,27.77,213,10:48:20
trans3930,28.77,1032,10:59:45
trans3931,23.5,2060,15:10:06
trans3932,20.02,54,11:49:15
trans3933,26.5,1091,10:54:57
trans3934,11.27,1466,16:37:09
trans3935,17.5,1643,11:17:34
trans3936,15.5,647,10:16:57
trans3937,21.23,1961,13:00:53
trans3938,14.5,861,13:14:00
trans3939,17.6,546,11:57:37
trans3940,9.77,1108,13:48:08
trans3941,19.869999999999997,2498,12:33:37
trans3942,23.0,2130,11:06:05
trans3943,29.5,1282,11:08:18
trans3944,15.0,1316,15:02:59
trans3945,28.1,113,18:51:05
trans3946,25.04,2351,17:22:18
trans3947,20.25,1754,16:29:12
trans3948,11.77,451,15:54:52
trans3949,6.5,213,12:41:34
trans3950,8.27,1853,11:31:31
trans3951,13.5,48,12:44:03
trans3952,14.27,1783,10:02:28
trans3953,18.77,731,15:01:01
trans3954,23.0,1514,17:30:18
trans3955,17.77,846,15:44:49
trans3956,14.37,1207,11:06:07
trans3957,3.5,117,15:57:00
trans3958,23.6,2159,19:04:50
trans3959,12.85,1008,10:21:30
trans3960,16.27,418,16:03:47
trans3961,27.75,2141,12:07:03
trans3962,20.73,1755,13:37:32
trans3963,17.27,991,14:47:14
trans3964,29.0,1645,14:41:23
trans3965,22.25,434,17:32:04
trans3966,17.5,2477,15:41:36
trans3967,21.75,2085,13:38:51
trans3968,21.5,1069,12:56:14
trans3969,26.79,332,09:48:15
trans3970,13.0,1654,10:14:52
trans3971,10.62,1253,11:17:01
trans3972,18.6,1225,18:21:30
trans3973,16.0,1031,12:19:48
trans3974,32.0,1345,11:49:20
trans3975,7.5,823,11:23:44
trans3976,4.0,2114,13:26:56
trans3977,21.27,2392,19:15:39
trans3978,19.5,2321,15:16:34
trans3979,13.0,694,10:03:47
trans3980,16.619999999999997,2452,16:18:33
trans3981,23.77,1781,18:13:30
trans3982,20.27,1279,09:32:37
trans3983,21.02,1682,18:21:36
trans3984,10.0,683,13:58:19
trans3985,30.0,1454,14:35:18
trans3986,18.75,2318,15:37:43
trans3987,20.5,1204,13:22:20
trans3988,22.5,23,18:34:25
trans3989,15.77,25,10:19:37
trans3990,14.5,1115,15:24:27
trans3991,29.0,533,18:14:50
trans3992,19.02,1563,19:32:03
trans3993,3.0,2218,12:15:35
trans3994,23.6,2337,17:41:23
trans3995,30.23,331,15:20:01
trans3996,26.869999999999997,1247,17:30:07
trans3997,27.74,2482,10:36:31
trans3998,16.619999999999997,1537,14:42:38
trans3999,23.77,1862,09:26:37
trans4000,19.77,2448,13:44:29
trans4001,26.0,1863,17:01:52
trans4002,16.75,2220,12:25:22
trans4003,18.27,1636,18:54:07
trans4004,18.37,2126,15:02:18
trans4005,9.27,1173,17:55:53
trans4006,19.54,201,11:03:44
trans4007,19.62,1981,11:17:00
trans4008,20.5,125,16:55:39
trans4009,27.75,1762,13:14:22
trans4010,19.119999999999997,1739,19:08:48
trans4011,11.54,2096,13:36:58
trans4012,16.0,576,10:18:15
trans4013,28.77,2158,16:51:18
trans4014,11.27,383,14:09:11
trans4015,23.27,2120,09:59:10
trans4016,30.0,1765,11:02:14
trans4017,26.77,2496,15:55:39
trans4018,29.77,2190,13:02:44
trans4019,33.269999999999996,526,09:28:25
trans4020,23.77,558,18:34:10
trans4021,20.0,1607,18:09:48
trans4022,19.77,2196,17:08:09
trans4023,17.25,95,14:07:10
trans4024,26.02,2372,10:37:49
trans4025,28.869999999999997,2189,18:20:03
trans4026,29.0,837,18:46:19
trans4027,14.73,854,12:30:45
trans4028,23.79,1719,11:51:06
trans4029,23.0,1699,10:12:39
trans4030,12.5,789,18:37:13
trans4031,21.23,1282,18:29:02
trans4032,17.77,1192,16:01:11
trans4033,17.75,2146,15:33:20
trans4034,33.62,2164,15:28:45
trans4035,27.869999999999997,473,11:54:50
trans4036,20.24,2471,12:56:43
trans4037,23.119999999999997,1373,17:08:56
trans4038,29.619999999999997,1883,17:01:57
trans4039,30.14,2307,13:29:19
trans4040,23.54,1410,19:51:06
trans4041,14.5,1387,15:36:27
trans4042,16.02,1318,13:42:19
trans4043,24.0,2194,14:48:31
trans4044,29.77,1540,18:07:15
trans4045,18.72,1306,15:43:53
trans4046,15.389999999999999,76,12:58:04
trans4047,20.5,52,12:49:00
trans4048,10.77,1216,15:48:34
trans4049,24.75,1874,16:52:52
trans4050,10.77,2145,13:12:24
trans4051,16.0,1523,10:52:06
trans4052,27.54,1163,17:59:16
trans4053,19.77,1042,16:03:03
trans4054,14.77,310,13:19:16
trans4055,37.62,1669,14:03:30
trans4056,26.77,1556,18:37:13
trans4057,17.0,1730,11:39:52
trans4058,29.0,313,09:26:26
trans4059,17.77,2054,13:48:12
trans4060,17.5,2032,16:09:41
trans4061,14.77,2389,18:21:14
trans4062,26.89,1586,15:12:28
trans4063,11.5,1788,13:51:18
trans4064,29.77,1035,19:10:37
trans4065,22.77,918,12:57:36
trans4066,22.73,1392,09:26:52
trans4067,25.73,450,19:26:45
trans4068,15.6,2324,11:45:58
trans4069,14.52,2100,19:13:05
trans4070,25.73,1864,15:59:39
trans4071,17.0,735,16:50:54
trans4072,32.12,527,09:43:52
trans4073,22.73,797,15:13:30
trans4074,15.23,1063,14:06:50
trans4075,15.27,349,19:05:41
trans4076,14.02,247,15:18:39
trans4077,19.77,1790,18:44:47
trans4078,15.23,777,14:26:49
trans4079,21.119999999999997,1692,10:26:01
trans4080,13.75,2208,11:41:27
trans4081,8.77,1857,16:13:02
trans4082,31.52,2164,13:44:45
trans4083,18.77,2498,13:11:20
trans4084,34.54,1404,09:49:40
trans4085,12.0,1720,17:40:07
trans4086,18.25,200,13:06:00
trans4087,28.85,1383,12:44:59
trans4088,30.23,1139,11:28:27
trans4089,22.89,2117,16:07:10
trans4090,17.5,2320,11:00:10
trans4091,23.0,1190,14:08:40
trans4092,15.12,137,17:12:39
trans4093,26.369999999999997,1485,11:55:19
trans4094,17.27,1922,19:14:45
trans4095,8.5,1063,11:06:35
trans4096,22.52,2437,12:10:55
trans4097,17.0,943,17:49:02
trans4098,23.14,1064,13:07:05
trans4099,21.23,2020,16:12:49
trans4100,13.54,1051,10:20:54
trans4101,16.77,1182,18:48:58
trans4102,27.27,230,14:57:03
trans4103,16.77,680,16:19:43
trans4104,27.0,787,14:54:25
trans4105,24.5,1622,12:04:43
trans4106,24.52,1463,15:49:50
trans4107,18.97,2496,15:17:11
trans4108,22.0,1682,16:59:24
trans4109,18.369999999999997,2122,18:34:33
trans4110,13.0,1951,12:48:06
trans4111,18.5,1808,17:58:26
trans4112,18.0,160,10:17:51
trans4113,20.1,1889,11:29:02
trans4114,25.5,1594,17:50:12
trans4115,18.14,597,16:19:34
trans4116,25.369999999999997,1292,19:39:43
trans4117,23.619999999999997,483,12:34:38
trans4118,24.0,426,13:35:05
trans4119,19.119999999999997,2436,16:54:23
trans4120,12.77,765,09:25:00
